date,AAPL,CAT,CVX,GS,HON,JNJ,JPM,KO,MSFT,PG,UNH,XOM
2005-01-04,0.010270195888511413,-0.01104502005598984,-0.006876598051254179,-0.00647948623480088,-0.01784704415517213,-0.003179768678502226,-0.0103066024395857,-0.013962259381658626,0.0037399700024431937,-0.012502594747523132,-0.010274536989715033,-0.006787955856334182
2005-01-05,0.008757816743343527,-0.01914444348433164,0.0065282017838292905,-0.004507353564014105,-0.002884474967023265,-0.0006374445387395955,0.002082647765389911,-0.004638545041683151,-0.00223578663692392,0.010459257093518914,0.0034989408670684785,-0.005225966278379568
2005-01-06,0.0007753896427107332,0.014746900586283695,0.016705775947902346,0.013775888539588665,-0.00665313600011308,0.0028721800818902743,0.005716029283278523,0.008339427848269798,-0.0011203463644043898,0.004902536999319862,0.022085759200991095,0.012729992481743002
2005-01-07,0.07281133863024314,-0.002136786882173558,-0.011211502805716367,-0.00427574446010659,-0.003785902875435232,-0.0036604101725438154,-0.008008384104829513,0.0012159561346865022,-0.002990733259883638,0.010481017812162596,-0.007960902921199109,-0.006584066447363424
2005-01-10,-0.004187277865702832,-0.009209819830569121,0.004496313751043424,0.0019084234671369327,-0.003215436993179832,0.007826290397598301,-0.003385727772242997,0.005588751559883587,0.004874233167539321,0.00786853892924455,0.004241705782213279,0.003815905597633451
2005-01-11,-0.0638057326551098,-0.013834703882949828,0.0003893616865577876,-0.007715435518096059,-0.0029319854619193064,-0.003486226111245716,-0.009667856872834002,-0.0055576910056066575,-0.0026115689203166648,-0.0010650072890232565,-0.0010275456542971906,-0.0026015808078803104
2005-01-12,0.013941210990966235,0.012384602805531442,0.021205941016628094,-0.00863992941132774,0.02882307019106567,0.006997403444793049,0.0023742645659967643,0.0,0.0018705285829938578,0.0037299640651302646,0.006627641792624095,0.014845163121497862
2005-01-13,0.06630014404346385,0.005305072931053756,-0.008191493049251819,-0.0031952406701875047,-0.011435159464894151,-0.021320657644906205,-0.0057904700993840486,-0.01020379080130851,-0.019044226576239942,-0.01734222257577933,0.0035196375809833924,-0.0007910296118677218
2005-01-14,0.005730165013097421,0.008938584492783841,0.0046093167404350766,0.012434230089372722,0.02197837502878297,0.011780241377555178,0.001058880196596057,0.005645743775750889,-0.005709954228261593,0.0063031628340626256,0.013122050467823776,0.010286905746061503
2005-01-18,0.006410118229808859,-0.008040837270581691,0.015105489283572693,0.007484313474935833,0.014431290778888384,0.005263259328214698,0.01560439239985656,0.006834159289970776,0.007657170844934669,0.001968728930952457,-0.008485720367220062,0.008420160000951027
2005-01-19,-0.010898475766822902,-0.011023535733402201,-0.007534539240584004,-0.008952639198436918,-0.013389371512364967,-0.0033315978706753846,-0.014583462035421824,-0.0036363652322826123,-0.012918325846003165,0.01686405547016423,-0.005856031592224364,-0.008738190031541526
2005-01-20,0.008299736961866921,-0.015626536771032984,-0.013854143324482537,-0.0063423750854642025,-0.005654389654409897,-0.0052533158662686485,-0.015592198841130056,0.005595763010419974,-0.004618204617690802,0.00035239383953378223,-0.018691098655060245,-0.006464427918868587
2005-01-21,0.0004259150306296089,-0.009436092170638122,0.0003846826600943931,0.0017450684880533363,-0.005118241300505644,-0.010241706200033396,-0.010737879634283853,-0.010162170363947287,-0.008121102541865377,-0.018517898998411497,0.02562662840709362,-0.005520254709437844
2005-01-24,0.003830021525087046,-0.012439883918686112,0.011350550844970497,-0.0008707577367481623,0.005144572463763097,-0.005820955690379992,0.000813851284635847,0.001222432107092608,0.0007794766371149731,-0.007906979247388368,-0.006752705608245146,0.013679803890065179
2005-01-25,0.0182310745420593,0.02700875916045975,0.008940532180054417,-0.0036810947546839223,-0.0025588761560663142,0.036266362965487575,-0.0005419451209448534,0.006835741282794627,0.013635254609837277,0.009418164404471518,-0.005666091381165028,0.003911473414275557
2005-01-26,0.0027756667652316658,0.006851051520287754,0.00942670430221515,0.0038888979370192978,0.019099174852659884,0.014595337117358609,-0.0008140836378706107,0.010669864579489374,-0.0003845702464905232,-0.0052037351799703035,0.0005699957227773833,0.007208410950251043
2005-01-27,0.0053979541612629856,-0.05048302167538632,0.009712244095041234,0.007165877411827282,0.007831865473906685,-0.006651626160136037,-0.0021719024353956673,0.0019188707459993903,0.0038451503908130125,-0.0021640152150450565,0.007517268715935055,0.0009670118993510002
2005-01-28,0.018447127054686208,0.010864538292737702,-0.0062892493496181645,0.02038492072513831,-0.009436171430431628,0.006228824234762564,0.006802638830727847,-0.0064652270459382155,0.0026803686007450533,-0.021149791284381214,-0.003504243338414925,-0.00927499269085963
2005-01-31,0.03946978732777251,0.01875130607344433,0.012658108701152582,0.01630226430661974,0.008125186661972705,0.0012383141575837975,0.008918688990193546,0.0,0.003819544958397092,-0.01698974424472266,0.008507767251459297,0.0064358503535537626
2005-02-01,0.008192179569875169,0.011447970490764625,0.01378711555937695,0.0050999647556218,0.0022237545201380104,0.011128003310538093,0.004554046102724252,-0.0016874974910505713,0.0041857772679267935,-0.006762807630010026,0.02002249821426405,0.032364680849490846
2005-02-02,0.02708657544429216,0.009875834561766883,0.0068901221234476395,0.0017526903880595857,0.018857207336663073,0.008865682166003142,0.0005333412690047279,0.012071617969196868,0.0026527745532609615,0.010023964376138172,-0.007498890243227918,0.012389757391364276
2005-02-03,-0.022855509420593778,0.00868028112037611,0.01278595047516351,0.0013814207308797677,0.0201414632031931,-0.005303362624844099,-0.0034649593408260237,-0.004293498436395815,-0.010582182979901988,-0.0029959239909996827,0.00622257200595544,0.01094004803155646
2005-02-04,0.013237270217841157,0.0010890982205196131,0.008890258093434689,0.011770828112698917,0.009872355999119398,0.008987227375825357,0.008023656158229864,0.017488852604378602,0.00534768163553645,-0.011645577477793823,0.013360940043887659,0.014123022999174673
2005-02-07,0.0012693185946233143,-0.005875807989087156,-0.008459566069542346,-0.003908351729875692,-0.004227684861138781,0.003170679944598298,0.0074293142054895345,0.0004711141628288562,-0.006079081634000838,-0.001710416267586945,-0.030946878632120423,0.0019891655072294956
2005-02-08,0.024828541411724858,0.0013132965549400577,0.006043236449249978,0.017884968781752164,-0.004776121582300008,-0.0018062114049711697,-0.0055313788717342716,0.003765945554928818,0.003058397228901555,-0.010469673551860237,-0.0006747854502641148,0.011790310541131221
2005-02-09,-0.026700127105958482,-0.009182211462652079,-0.0077736627773662414,-0.0008960345220895283,-0.0029321877594160606,-0.0021103888538422932,-0.006885167716020879,0.002578408115686548,-0.006478959940867002,-0.009041697189671405,-0.019016285265651578,-0.004302347027661191
2005-02-10,-0.004825490549899558,0.01566632004660895,0.022080197027700477,0.011843267287727333,0.02834221667807668,-0.0009066532448304132,-0.0013331749762977019,-0.006080323746523342,-0.00038372612899706393,0.0021345683652675973,0.009749874781932233,0.014404309611093291
2005-02-11,0.036370579227094524,0.007820980192884353,0.013239397192230884,0.0,0.01768029797226034,0.011466684996081389,0.0008008122320142252,0.006117520250170205,-0.0034532600747299025,0.010267839606879381,-0.0031809684006873784,-0.004082682730182641
2005-02-14,0.04211280437871867,-0.006035540559671038,0.006060046273123287,-0.007093642245452281,0.004088701275145379,-0.009008958858321092,0.0005337150669360025,0.0023386642187421813,0.0015401720169314626,0.010546289087486782,0.01367561335981593,0.012832439694015596
2005-02-15,0.04466498531855412,-0.007807757135252613,0.0010322739993180452,0.00660892588028017,-0.006361404996615194,-0.0013637399904166125,0.0013333531725119308,-0.004898984164701803,-2.138511382421271e-07,0.014800689921512511,0.01405253022060271,0.0015833995440306392
2005-02-16,0.01945461180636343,0.011366385353768438,0.022864724511155066,-0.003903968765239574,-0.009113425671063324,-0.0025796479299561303,-0.005858941920255156,0.01524030038641322,-0.005398993915719963,-0.0031785680100197,-0.0036586267323338584,0.027407193878009384
2005-02-17,-0.025740142879045136,-0.0077804119617000955,-0.014957833867841441,-0.01487471370444815,-0.014809263432014608,-0.005932489244949157,-0.014733320552181683,-0.006928824952031509,-0.005428086269277821,0.00037505802163084745,-0.009458153260984092,-0.005984935855911089
2005-02-18,-0.011388378067667126,-0.010673131315843132,0.01910886889603236,-0.01446688225060122,0.004483189033618773,0.00122477068197413,-0.007341054865916186,-0.0009302779104215508,-0.006628139526990484,0.0031878307800476957,0.0003367182968054827,0.022019010323968136
2005-02-22,-0.017509265150510767,-0.015191485220765744,-0.0065293063205754676,-0.010458258161218481,-0.021527782144227015,-0.0055024809167038,-0.01588602104091774,-0.0039571097211934525,-0.00981241012644729,-0.023364247236756674,-0.024143129315181144,-0.0195251452340377
2005-02-23,0.03447058694993843,0.011178512616362157,0.013818330474992813,0.011588962430438166,0.0029511978293990104,0.0052250392947594815,0.015307584215983994,-0.004907420209574687,-0.0011885950698580228,0.023731861296216517,0.016685863746797924,0.020086130057690443
2005-02-24,0.007933825660023874,0.029846982930377575,0.016622495446136032,-0.005590595369108442,0.008026011427366475,0.007338460559517479,0.00548244589680702,0.0018784822414505964,0.006745954424264067,0.00635620327390618,0.010752560549355916,0.028778545743103123
2005-02-25,0.0006744641565423759,0.0178185239108275,0.012754058693330128,0.01474639661085586,0.011942298578984323,0.0050083047087619015,0.007906242220349968,0.008438721156817763,-0.004729672206984725,0.006687300236994487,0.023404091270937677,0.034842913480199966
2005-02-28,0.008203298682087912,0.002425944444030659,0.002259933044615803,-0.01180724738700123,-0.004196127976340058,-0.009362459105923704,-0.011360640624269891,-0.005114150577917309,-0.003564715161536003,-0.020298298334036624,-0.0025166176978549393,0.0007904309180277735
2005-03-01,-0.008024613383061041,0.024408351063563982,-0.018363642460271223,0.01121265740604227,-0.00763728221351323,0.016005502297955942,0.014774136293779438,0.01098150976344292,0.004769920354396717,0.007911124719640172,-0.0037298110547389074,-0.01911247613647815
